link_id,road_name,max_spd,rd_rank_h,rd_type_h,rest_veh_h,rest_w,rest_h,remark,coordinates
2380246103,술이홀로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.889096385093, 37.9700477125074]; [126.888984537555, 37.9701719836056]"
2380245601,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.840837295665, 37.984021088827]; [126.84157084747, 37.9844616011268]"
2380245501,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.84075323816, 37.9841063062645]; [126.839219447195, 37.9831502926687]; [126.838456778347, 37.9827918834186]; [126.83769117513, 37.9823065870013]; [126.836771873433, 37.9817478994553]"
2380050511,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.85526648756, 37.9889320520079]; [126.854894058153, 37.9888741172012]; [126.852733160296, 37.9885899438235]; [126.852142465808, 37.9885092656141]"
2380050612,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.855295077251, 37.988816933899]; [126.856099082812, 37.9889419998501]; [126.856654076472, 37.9890579273839]"
2380051213,장백로,60,지방도,일반도로,모두통행가능,0,0,,"[126.885403659823, 37.9837138609005]; [126.885238499322, 37.9834511059357]; [126.885168379479, 37.9833442564096]"
2380051113,장백로,60,지방도,일반도로,모두통행가능,0,0,,"[126.885518722128, 37.9836685526159]; [126.885522613616, 37.9836747435522]; [126.885636997597, 37.984164962473]; [126.885645138389, 37.9844922283371]; [126.885620999746, 37.9847819047697]; [126.885610741921, 37.9848562714017]"
2380051015,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.871795491208, 37.9864915336104]; [126.872540383244, 37.9862884277165]"
2380050914,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.871843236941, 37.9866012228317]; [126.871744488476, 37.986628147634]; [126.87097720438, 37.9868233339358]; [126.870793664763, 37.9868733898473]"
2380050915,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.874818068468, 37.9850121140632]; [126.874429398426, 37.9853216827179]; [126.873748922193, 37.9858674104894]; [126.873654291035, 37.9859383843603]"
2380051016,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.874721158908, 37.984935895799]; [126.875250412516, 37.9845143484951]"
2380050916,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.864011770371, 37.9899913959959]; [126.863996589351, 37.9900230231502]; [126.863876439849, 37.9906838418038]; [126.863806735824, 37.9909519698703]"
2380051017,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.863893552364, 37.989955854363]; [126.863964157648, 37.9898087615069]; [126.864119972634, 37.9895679553331]; [126.864324106924, 37.9894148544176]; [126.864371468381, 37.9893972629216]"
2380050703,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.874283890434, 37.994635715911]; [126.874045905956, 37.9945360944699]; [126.873317031582, 37.9942350371399]; [126.872527881116, 37.9938922752954]; [126.871826648015, 37.9934380679565]; [126.871601214181, 37.9932903695626]; [126.871103352591, 37.9930725549176]; [126.870887367181, 37.9930129728545]; [126.870809813024, 37.9930152537583]"
2380050802,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.87435115578, 37.9945350819803]; [126.874432530798, 37.9945691458636]; [126.874769070474, 37.9946708899175]; [126.875412368438, 37.9948461201623]; [126.876032171331, 37.9949891508226]; [126.876186330412, 37.9950429926055]"
2380051302,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.884352212997, 37.9822260375999]; [126.883758015277, 37.9817632493282]"
2380051403,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.884448239468, 37.9821487965205]; [126.884561351092, 37.9822368919416]; [126.884972862319, 37.9828699879064]; [126.885035542352, 37.9829173667096]"
2380051905,장백로,60,지방도,일반도로,모두통행가능,0,0,,"[126.875812813385, 37.9974794168791]; [126.875771465926, 37.9971299583241]; [126.875711383642, 37.9965487445233]"
2380052004,장백로,60,지방도,일반도로,모두통행가능,0,0,,"[126.875935306738, 37.9974703409933]; [126.876033766847, 37.9983024837997]; [126.876114849232, 37.9988484395377]; [126.87618107071, 37.9991464373531]"
2380245607,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.832911885327, 37.9792544963508]; [126.835087784898, 37.980588080672]; [126.836855058109, 37.9816621489649]"
2380050918,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.875835476518, 37.9820605354415]; [126.87574582609, 37.9821322562269]; [126.875689424969, 37.9822506988848]; [126.875683261829, 37.9824170440025]; [126.875818082338, 37.9839566685378]; [126.875795995607, 37.9841407235271]; [126.87573983784, 37.9842530391902]; [126.875582360376, 37.9844033579935]; [126.875347322407, 37.9845905665962]"
2380051019,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.875738400055, 37.9819845155516]; [126.875792095438, 37.9819415589261]; [126.876203667598, 37.9816395130735]; [126.876448260436, 37.9815067332457]; [126.876673969491, 37.9814362001117]; [126.877022242584, 37.9813815691635]; [126.878227064778, 37.9812065661217]; [126.878938276745, 37.9810607108955]"
2380050803,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.867042224176, 37.9927366543135]; [126.867238718105, 37.9928287609462]; [126.867894373687, 37.993097342996]; [126.868260300213, 37.9932452699101]; [126.868466089349, 37.9932820185295]; [126.868786410357, 37.9932438849937]; [126.86958462134, 37.9930779196592]; [126.870619568107, 37.9929027750178]; [126.870804275858, 37.9928973427215]"
2380050704,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.866969429877, 37.9928339142293]; [126.866939850875, 37.9928200490657]; [126.866280307914, 37.9926944222497]; [126.865764739351, 37.9925574737889]; [126.865476950694, 37.9924094690315]; [126.865280551252, 37.9922621683016]; [126.864779161511, 37.9918085304924]; [126.864494921172, 37.9915400811407]; [126.864254218838, 37.9913382015308]; [126.863952109577, 37.9911522878676]; [126.863733530927, 37.9910489624774]"
2380245603,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.814034907103, 37.9761335570321]; [126.814193764045, 37.9761607121711]; [126.815315061482, 37.9761856355471]; [126.818989197946, 37.9765000635099]"
2380245602,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.810152035692, 37.9737253962908]; [126.810455416261, 37.9739321905992]; [126.811093128045, 37.9743656630129]; [126.813336568452, 37.9759277470543]; [126.813720909752, 37.9760798813715]; [126.814034907103, 37.9761335570321]"
2380245503,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.81400607714, 37.9762392323002]; [126.813675236158, 37.9761826774498]; [126.813259652544, 37.976018176751]; [126.81100353435, 37.9744472642848]; [126.81036637115, 37.9740141634596]; [126.810062918995, 37.9738073202801]"
2380245604,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.818989197946, 37.9765000635099]; [126.819505437028, 37.9765442331912]; [126.820188384622, 37.9766116868326]; [126.821843504498, 37.9770798014674]; [126.822547272423, 37.9772444258424]; [126.82320091154, 37.9772855384934]; [126.823825843962, 37.9773001662083]"
2380245504,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.818974520164, 37.9766075486515]; [126.815305788119, 37.9762935841733]; [126.814177291706, 37.9762684997809]; [126.81400607714, 37.9762392323002]"
2380245605,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.823825843962, 37.9773001662083]; [126.826049725396, 37.9773521933478]; [126.827665303359, 37.9774189961011]; [126.827995798209, 37.9774516385976]; [126.828790721089, 37.9773552917949]"
2380245505,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.823821807351, 37.9774082310693]; [126.823193478549, 37.9773935238332]; [126.822522239191, 37.9773513043698]; [126.821801139973, 37.9771826255263]; [126.820156570721, 37.9767174950036]; [126.819489641448, 37.9766516225702]; [126.818974520164, 37.9766075486515]"
2380245606,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.828790721089, 37.9773552917949]; [126.828810585439, 37.9773528841099]; [126.829353161561, 37.9772771815521]; [126.829572234816, 37.9772771829322]; [126.829821736334, 37.9773559720897]; [126.830019490955, 37.9774174961698]; [126.830464988419, 37.9777144907532]; [126.831988749047, 37.9786886897402]; [126.832911885327, 37.9792544963508]"
2380245506,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.828811394005, 37.9774621580348]; [126.827997714017, 37.9775607775935]; [126.827653270056, 37.9775267569612]; [126.826044144876, 37.9774602221519]; [126.823821807351, 37.9774082310693]"
2380245507,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.832828262527, 37.979339976893]; [126.831904018045, 37.9787734905195]; [126.830378076958, 37.9777978971662]; [126.829948659889, 37.9775116213699]; [126.829771450422, 37.9774564901879]; [126.829545995607, 37.9773852936911]; [126.829365105711, 37.9773852927003]; [126.828832779175, 37.977459566032]; [126.828811394005, 37.9774621580348]"
2380245608,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.836855058109, 37.9816621489649]; [126.837775468213, 37.9822215094166]; [126.838534715902, 37.9827027775134]; [126.839296902078, 37.9830609603708]; [126.840837295665, 37.984021088827]"
2380245508,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.836771873433, 37.9817478994553]; [126.835004380621, 37.9806736963569]; [126.832828262527, 37.979339976893]"
2380277901,술이홀로,60,지방도,교량,모두통행가능,0,0,,"[126.893612326909, 37.9699925811036]; [126.893372100698, 37.9700966223538]; [126.892925737546, 37.97029020506]; [126.892527143108, 37.9704640181849]; [126.892240876117, 37.9705887959823]; [126.891954079151, 37.9707149906626]; [126.891670151137, 37.9708398430895]; [126.891525739048, 37.9709032321377]; [126.891051792473, 37.9711115737895]; [126.89069938903, 37.9712667317946]; [126.890515180159, 37.9713524894441]"
2380278001,술이홀로,60,지방도,교량,모두통행가능,0,0,,"[126.893546778957, 37.9698977350773]; [126.893652083722, 37.9698521272425]; [126.893967669981, 37.9697170315048]; [126.894279185733, 37.9695793068385]; [126.894702114224, 37.9693983903505]; [126.896035057787, 37.9688238305166]; [126.896652681978, 37.9685524638403]"
2380051401,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.885035542352, 37.9829173667096]; [126.885124034495, 37.9830108638159]"
2380051501,원당로,30,지방도,일반도로,모두통행가능,0,0,,"[126.885124034495, 37.9830108638159]; [126.885004914694, 37.9830428827585]"
2380051201,장백로,60,지방도,일반도로,모두통행가능,0,0,,"[126.885004914694, 37.9830428827585]; [126.884940714035, 37.982995956849]"
2380051601,원당로,30,지방도,일반도로,모두통행가능,0,0,,"[126.884940714035, 37.982995956849]; [126.885035542352, 37.9829173667096]"
2380050512,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.852142465808, 37.9885092656141]; [126.851384203469, 37.9884056960527]; [126.850841653323, 37.9883329150059]; [126.849048165881, 37.9879125375147]"
2380050613,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.85216770913, 37.988393501425]; [126.852750247231, 37.9884730658762]; [126.854912326453, 37.9887573935584]; [126.855295077251, 37.988816933899]"
2380050705,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.870809813024, 37.9930152537583]; [126.870632254009, 37.9930204756584]; [126.869608425671, 37.9931937389788]; [126.86880712948, 37.9933603460951]; [126.868462306066, 37.9934013956238]; [126.868224666728, 37.993358959784]; [126.867846269336, 37.9932059906596]; [126.867187475516, 37.9929361227789]; [126.866969429877, 37.9928339142293]"
2380050804,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.870804275858, 37.9928973427215]; [126.870902903777, 37.9928944419332]; [126.871146182999, 37.9929615541163]; [126.87166187064, 37.9931871666661]; [126.871895701998, 37.993340367063]; [126.872588101136, 37.9937888516313]; [126.873366788357, 37.9941270701347]; [126.874094891686, 37.9944278083077]; [126.87435115578, 37.9945350819803]"
2380109400,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.88144133433, 37.9756416555794]; [126.881574715445, 37.9754033507739]; [126.881708467891, 37.9751924724706]; [126.881914062102, 37.9748988100537]; [126.881916077299, 37.9748962516254]; [126.882221314217, 37.9745560653587]; [126.882369744482, 37.9744113067945]"
2380052000,장백로,60,지방도,일반도로,모두통행가능,0,0,,"[126.876238831061, 37.9951897184791]; [126.876040309002, 37.9955228656558]; [126.875871865299, 37.9958331546621]; [126.875807853915, 37.9960593294294]; [126.875807853657, 37.9962126515163]"
2380050902,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.878975482205, 37.9811770855113]; [126.878246168729, 37.981323159275]; [126.877041446, 37.9814981481968]; [126.876703199531, 37.9815512058727]; [126.876498152177, 37.9816152839581]; [126.876271605375, 37.981738266318]; [126.875868777567, 37.9820338943843]; [126.875835476518, 37.9820605354415]"
2380051500,원당로,30,지방도,일반도로,모두통행가능,0,0,,"[126.881577705468, 37.9757087216511]; [126.881827705368, 37.9757869854283]; [126.88228593492, 37.975897592007]; [126.882545662682, 37.9759694317796]"
2380050901,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.881471689866, 37.9758250041746]; [126.881341633728, 37.9760211665704]; [126.880938215354, 37.97671504737]; [126.880427120353, 37.9775354874986]; [126.880239169173, 37.9778805128821]; [126.880006243722, 37.9782864680768]; [126.879998642215, 37.9783097072308]"
2380004601,장백로,60,지방도,교량,모두통행가능,0,0,,"[126.878380239494, 38.0031994754789]; [126.878360804384, 38.0031793497086]; [126.878360711176, 38.0031792559156]; [126.878360586137, 38.0031791314582]; [126.878360491792, 38.0031790367631]; [126.87829180689, 38.0031067553796]; [126.878291681854, 38.0031066300211]; [126.878291556816, 38.0031065055636]; [126.878291462521, 38.0031063802369]; [126.878231121061, 38.0030417869663]; [126.878173153698, 38.0029799106212]; [126.878112718204, 38.002917223556]; [126.878046531979, 38.0028496600761]; [126.878046501288, 38.0028496294127]; [126.877975752923, 38.0027772538064]; [126.877975690406, 38.0027771906765]; [126.877761181246, 38.0025506330264]; [126.8775883209, 38.002359083376]; [126.87741674639, 38.0021805066497]"
2380109900,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.882475786879, 37.9744794390116]; [126.882330121549, 37.9746215008976]; [126.882030818344, 37.9749550751409]; [126.881829276423, 37.9752429497329]; [126.881697641996, 37.9754504905442]; [126.881561801284, 37.9756799270089]"
2380246000,술이홀로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.885122215206, 37.9735799380751]; [126.885149480195, 37.9736496544033]; [126.885444742705, 37.9735996909628]; [126.88571019873, 37.9735136361752]; [126.885880347184, 37.9733736792324]; [126.886202838009, 37.9728730075277]"
2380246100,술이홀로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.890168889847, 37.9689669594374]; [126.889632408675, 37.9694826266462]; [126.889096385093, 37.9700477125074]"
2380050502,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.845987528626, 37.9871598393503]; [126.845700088842, 37.9870886992387]; [126.844902665221, 37.9869211737616]; [126.844632259786, 37.9866923696879]; [126.844429539022, 37.9864896481817]; [126.844170575304, 37.9862954259786]; [126.843842833126, 37.9860660071388]; [126.843561586033, 37.9858763280233]; [126.843061936413, 37.9855739082405]; [126.841485383586, 37.9845471619321]"
2380109200,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.885077706619, 37.9734779101293]; [126.885339053306, 37.9734064684721]; [126.885545371177, 37.9733430112601]; [126.885727319394, 37.9732853761698]; [126.885936210793, 37.9732051444938]; [126.886169079101, 37.9731112036259]; [126.886381351543, 37.9730261003795]; [126.886537500546, 37.9729567449977]; [126.886798601401, 37.9728406815638]; [126.887118839568, 37.9726965714987]; [126.887431068887, 37.9725575990248]; [126.88789882908, 37.9723528869798]; [126.888637424862, 37.9720338492907]"
2380109700,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.888702843582, 37.9721287517376]; [126.887964576704, 37.9724476467166]; [126.887497575717, 37.9726520264003]; [126.887186055649, 37.9727906835009]; [126.886865784174, 37.9729348090303]; [126.886604328895, 37.973051029933]; [126.886445647993, 37.9731215091248]; [126.886230938271, 37.9732075903438]; [126.885997032264, 37.9733019501617]; [126.885782567384, 37.9733843216546]; [126.88559547327, 37.9734435870183]; [126.885386042047, 37.9735080016784]; [126.885122215206, 37.9735799380751]"
2380004501,장백로,60,지방도,교량,모두통행가능,0,0,,"[126.877522107362, 38.0021199377516]; [126.877793885383, 38.0024244901603]; [126.877924698347, 38.0025553039124]; [126.878083846995, 38.002711130545]; [126.878154532833, 38.0027834744898]; [126.878220874878, 38.0028511623992]; [126.878221187417, 38.0028515059767]; [126.878282060577, 38.0029146312911]; [126.878282623191, 38.0029152246844]; [126.878340903136, 38.0029774445534]; [126.878340964516, 38.002977506781]; [126.878401151379, 38.0030419755079]; [126.878469523837, 38.0031138826202]; [126.878488829475, 38.0031339986628]"
2380109500,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.890515180159, 37.9713524894441]; [126.890435926183, 37.9713855132846]"
2380109600,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.890435926183, 37.9713855132846]; [126.890122509386, 37.9715152304125]; [126.889432128516, 37.9718143862588]; [126.888721026628, 37.9721208970795]; [126.888702843582, 37.9721287517376]"
2380245900,술이홀로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.887682104116, 37.9716432606134]; [126.887094577791, 37.9723247618757]; [126.886763145049, 37.972596696335]; [126.886403247221, 37.972836619232]; [126.88633674501, 37.9729031186436]; [126.886324508365, 37.9729221164311]"
2380246300,술이홀로60번길,60,시·군도,일반도로,모두통행가능,0,0,,"[126.889387321842, 37.9726751562196]; [126.888599818699, 37.972200159092]; [126.887682104116, 37.9716432606134]"
2380109100,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.888637424862, 37.9720338492907]; [126.888655609723, 37.9720259948244]; [126.889366685911, 37.9717194951808]; [126.890058077433, 37.9714199019033]; [126.890372648538, 37.9712897058673]"
2380051300,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.884940714035, 37.982995956849]; [126.884880083412, 37.9829501260065]; [126.884468085395, 37.9823162832763]; [126.884352212997, 37.9822260375999]"
2380109800,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.884992261719, 37.9736132188586]; [126.884809402037, 37.9736569455763]; [126.88411794665, 37.9737907117936]; [126.883814028555, 37.9738519799724]; [126.883591975141, 37.9739069732236]; [126.883424291694, 37.973956343763]"
2380245800,-,10,시·군도,일반도로,모두통행가능,0,0,도로명없음,"[126.846120715407, 37.9871928022577]; [126.845917496551, 37.9874810413351]"
2380109300,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.882369744482, 37.9744113067945]; [126.882406214636, 37.9743757394161]; [126.88262270353, 37.9742093767285]; [126.88275861342, 37.9741236128069]; [126.882934478464, 37.9740269133296]; [126.883144197657, 37.9739338923978]; [126.883364327085, 37.9738586505153]; [126.883376680311, 37.9738550134221]"
2380109000,술이홀로,60,지방도,일반도로,모두통행가능,0,0,,"[126.890372648538, 37.9712897058673]; [126.890449084012, 37.9712580701794]"
2380246600,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.87907099893, 37.9810478332247]; [126.879796148581, 37.9809774712116]; [126.881070906328, 37.980852506289]"
2380246500,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.882657608794, 37.9808555131413]; [126.882625861784, 37.980833882399]; [126.882493645037, 37.9808271015138]; [126.88241238552, 37.980834839498]; [126.882412255477, 37.9808348517659]"
2380051400,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.882754390806, 37.9807804257802]; [126.883169373963, 37.9811551093182]; [126.883729852356, 37.9815892831953]; [126.883854041839, 37.9816860086701]"
2380051002,장백로,60,시·군도,일반도로,모두통행가능,0,0,,"[126.878938276745, 37.9810607108955]; [126.87904979939, 37.9807149881131]; [126.87965559045, 37.9789649281]; [126.879878002591, 37.9782849831137]"
2380050602,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.846164587055, 37.9870817647436]; [126.846713601941, 37.987217639477]; [126.848285810133, 37.987612336838]; [126.849089966866, 37.9878008342546]"
2380050501,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.863641727773, 37.9910189820129]; [126.862893139282, 37.9908067433568]; [126.862835602541, 37.990789854853]"
2380050700,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.876123005847, 37.9951464946204]; [126.875996540748, 37.9951023258945]; [126.875381079614, 37.9949602960774]; [126.874733684206, 37.9947839504538]; [126.874389245027, 37.9946798176074]; [126.874283890434, 37.994635715911]"
2380050800,장남로,50,지방도,일반도로,모두통행가능,0,0,,"[126.863806735824, 37.9909519698703]; [126.864012701664, 37.9910493329624]; [126.864328225099, 37.9912435009542]; [126.864578460374, 37.9914533763366]; [126.864864341695, 37.9917233751738]; [126.865360665868, 37.9921724301029]; [126.865544346093, 37.9923101915287]; [126.865810844475, 37.9924472471571]; [126.866308825476, 37.9925795239259]; [126.866979567913, 37.99270728404]; [126.867042224176, 37.9927366543135]"
2380245600,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.8055816377, 37.9727612454282]; [126.805848635548, 37.972785518766]; [126.806009384813, 37.9727702113501]; [126.806647315518, 37.9726117785697]; [126.806861944389, 37.9725938944783]; [126.80712501368, 37.9726202026852]; [126.809112114689, 37.9730729624111]; [126.809337556782, 37.973170210692]; [126.810152035692, 37.9737253962908]"
2380245500,장남로,30,지방도,일반도로,모두통행가능,0,0,,"[126.841485383586, 37.9845471619321]; [126.840753753181, 37.9841066272703]; [126.84075323816, 37.9841063062645]"
