node_id,node_name,nd_type_h,turn_type,remark,longitude,latitude
2450082000,성복동 397-1,교차로시·종점,무,,127.060006259769,37.3193848313819
2450082100,성복동 398-17,교차로시·종점,무,,127.060033916471,37.31927898787
2450082200,성복동 155,교차로시·종점,무,,127.078036936135,37.3168222096542
2450082300,성복동 103-9,교차로시·종점,무,,127.078169705349,37.31680109106
2450082700,성복동 728-1,교차로시·종점,무,,127.075853482587,37.3152812374239
2450082800,성복동 157-4,교차로시·종점,무,,127.075837639363,37.3153886096337
2450083100,성복동 293-5,교차로시·종점,무,,127.066779014144,37.3184941173849
2450083200,성복동 293-9,교차로시·종점,무,,127.066872322013,37.3185930878636
2450083300,성복동 385-2,교차로시·종점,무,,127.061443673594,37.3209587626058
2450083400,성복동 390-4,교차로시·종점,무,,127.061298620815,37.3209342325452
2450083500,최소노드배치점,최소노드배치점,무,,127.068366247956,37.3163927786886
2450083600,최소노드배치점,최소노드배치점,무,,127.068315711875,37.3162935703005
2450131400,최소노드배치점,최소노드배치점,무,,127.067513153207,37.3230408498436
2450131500,최소노드배치점,최소노드배치점,무,,127.067600241556,37.3229835668856
2450020601,성복동지하차도(동측),도로시설물,유,,127.071952441614,37.3152511489367
2450020602,성복동지하차도(동측),도로시설물,무,,127.071907348639,37.3151596963537
2450023401,성복초교사거리,교차로시·종점,유,,127.077856082393,37.3155432934719
2450023402,성복초교사거리,교차로시·종점,무,,127.077825127853,37.3154357267318
2450023403,성복초교사거리,교차로시·종점,무,,127.077690061764,37.3154383292759
2450023404,성복초교사거리,교차로시·종점,무,,127.0777186924,37.3155459322824
2450017501,성복동지하차도(서측),도로시설물,무,,127.064789869355,37.3155744350485
2450017502,성복동지하차도(서측),도로시설물,무,,127.064795214041,37.3156849064412
2450018901,성복동행정복지센터,교차로시·종점,무,,127.06845665767,37.3164224296777
2450018902,성복동행정복지센터,교차로시·종점,무,,127.06855062991,37.3163922842199
2450018903,성복동행정복지센터,교차로시·종점,무,,127.068457318961,37.3162038873933
2450018904,성복동행정복지센터,교차로시·종점,무,,127.068363725825,37.3162333920595
2450025001,성복동입구교차로,교차로시·종점,유,,127.080784385752,37.3140635645186
2450025002,성복동입구교차로,교차로시·종점,무,,127.080725489275,37.3139637248477
2450025003,성복동입구교차로,교차로시·종점,무,,127.080604914814,37.3140073964742
2450025004,성복동입구교차로,교차로시·종점,유,,127.080661976585,37.3141079008536
2450048900,수지자이2차A교차로,교차로시·종점,무,,127.065717024665,37.3192978822753
2450048800,수지자이2차A교차로,교차로시·종점,무,,127.065786988821,37.31908120047
2450048700,수지자이2차A교차로,교차로시·종점,무,,127.065671681722,37.3191447633092
2450049400,수지중앙터널(남측),도로시설물,무,,127.0662250367,37.3208518026788
2450049200,수지중앙터널(남측),속성변화점,무,,127.066186666238,37.3207012592588
2450049000,수지자이2차A교차로,교차로시·종점,무,,127.065817920454,37.3192406096669
2450049100,수지중앙터널(남측),속성변화점,무,,127.066076117539,37.3207192495487
2450049300,수지중앙터널(남측),도로시설물,무,,127.06611539589,37.320873043887
2450022901,성복초등학교병설유치원,교차로시·종점,무,,127.077225325778,37.3192616825991
2450022902,성복초등학교병설유치원,교차로시·종점,무,,127.077084078876,37.3192323879303
2450013501,성복동27-6,도로시·종점,무,,127.082829425028,37.3105379160176
2450013502,성복동27-6,도로시·종점,무,,127.082705949627,37.310582228768
2450022601,LG1차사거리,교차로시·종점,무,,127.076802805942,37.315055809373
2450022602,LG1차사거리,교차로시·종점,무,,127.076782712842,37.3149475784459
2450022603,LG1차사거리,교차로시·종점,유,,127.076648808661,37.3149634353191
2450022604,LG1차사거리,교차로시·종점,무,,127.076668902786,37.3150716698282
2450013101,성복동89-5,도로시·종점,무,,127.078872518018,37.3136890730257
2450013102,성복동89-5,도로시·종점,무,,127.078863497626,37.3137969562763
2450023801,성복동입구교차로,교차로시·종점,무,,127.079590272185,37.3139758746515
2450023802,성복동입구교차로,교차로시·종점,무,,127.079667662796,37.3138977412353
2450023803,성복동입구교차로,교차로시·종점,무,,127.079561672213,37.3138307674045
2450023804,성복동입구교차로,교차로시·종점,무,,127.079477427956,37.3139165214843
2450024601,성복동입구교차로,교차로시·종점,유,,127.080154585741,37.3134061403855
2450024602,성복동입구교차로,교차로시·종점,유,,127.080240154204,37.3133208794697
2450024603,성복동입구교차로,교차로시·종점,유,,127.080138703358,37.3132473975784
2450024604,성복동입구교차로,교차로시·종점,무,,127.080055113409,37.3133323206258
2450014901,서수지IC,연결로접속부,무,,127.054617090494,37.3207302024852
2450014902,서수지IC,연결로접속부,유,,127.054494298071,37.3207722452501
2450022701,LG1차사거리,교차로시·종점,무,,127.076969807503,37.3154648378651
2450022702,LG1차사거리,교차로시·종점,무,,127.076857682676,37.3153513599715
2450022703,LG1차사거리,교차로시·종점,유,,127.076719658973,37.3153450310161
2450022704,LG1차사거리,교차로시·종점,무,,127.076768823015,37.3154556075768
2450025503,태영데시앙삼거리,교차로시·종점,무,,127.081478717536,37.3157057731997
2450019601,속성변화점,속성변화점,유,,127.069455527161,37.3161074705033
2450019602,속성변화점,속성변화점,유,,127.069361352207,37.3159182545812
2450048202,성복동 577-7,교차로시·종점,무,,127.055569822914,37.3247870499173
2450048203,성복동 579-3,교차로시·종점,무,,127.055471606951,37.3246942887234
